code,location,start_date,end_date,no2,period
366-11,Turnhoutsebaan BO Oost,2021-11-07 14:16:00+01:00,2021-12-05 16:18:00+01:00,39,12
366-12,Turnhoutsebaan BO Oost,2021-11-07 14:16:00+01:00,2021-12-05 16:18:00+01:00,40,12
366-13,Turnhoutsebaan DE Oost,2021-11-07 18:20:00+01:00,2021-12-04 09:22:00+01:00,41,12
366-14,Turnhoutsebaan DE Oost,2021-11-07 18:20:00+01:00,2021-12-04 09:22:00+01:00,40,12
366-15,Turnhoutsebaan DE West,2021-11-07 18:23:00+01:00,2021-12-04 09:28:00+01:00,41,12
366-16,Turnhoutsebaan DE West,2021-11-07 18:23:00+01:00,2021-12-04 09:28:00+01:00,41,12
366-17,Provinciestraat Zuid,2021-11-06 11:11:00+01:00,2021-12-05 11:42:00+01:00,35,12
366-18,Provinciestraat Zuid,2021-11-06 11:11:00+01:00,2021-12-05 11:42:00+01:00,35,12
366-19,VMM Belgiëlei,2021-11-06 10:52:00+01:00,2021-12-05 11:26:00+01:00,34,12
366-20,VMM Belgiëlei,2021-11-06 10:52:00+01:00,2021-12-05 11:26:00+01:00,34,12
366-21,Provinciestraat Noord,2021-11-06 11:03:00+01:00,2021-12-05 11:35:00+01:00,37,12
366-22,Provinciestraat Noord,2021-11-06 11:03:00+01:00,2021-12-05 11:35:00+01:00,38,12
366-23,Pothoekstraat Zuid,2021-11-06 09:16:00+01:00,2021-12-03 17:24:00+01:00,31,12
366-24,Pothoekstraat Zuid,2021-11-10 09:47:00+01:00,2021-12-03 17:24:00+01:00,41,12
366-25,Pothoekstraat Noord,2021-11-06 09:15:00+01:00,2021-12-03 17:20:00+01:00,43,12
366-26,Pothoekstraat Noord,2021-11-06 09:15:00+01:00,2021-12-03 17:20:00+01:00,43,12
366-27,Borsbeekstraat Zuid,2021-11-06 09:05:00+01:00,2021-12-03 17:09:00+01:00,35,12
366-28,Borsbeekstraat Zuid,2021-11-06 09:05:00+01:00,2021-12-03 17:09:00+01:00,35,12
366-29,Borsbeekstraat Noord,2021-11-06 09:00:00+01:00,2021-12-03 17:06:00+01:00,37,12
366-30,Borsbeekstraat Noord,2021-11-06 09:00:00+01:00,2021-12-03 17:06:00+01:00,36,12
366-31,Klappeistraat,2021-11-06 09:20:00+01:00,2021-12-03 17:28:00+01:00,30,12
366-32,Klappeistraat,2021-11-06 09:20:00+01:00,2021-12-03 17:28:00+01:00,30,12
366-33,Gijselstraat,2021-11-06 09:10:00+01:00,2021-12-03 17:15:00+01:00,32,12
366-34,Gijselstraat,2021-11-06 09:10:00+01:00,2021-12-03 17:15:00+01:00,30,12
366-35,Sint-Bernardsesteenweg,2021-11-05 22:30:00+01:00,2021-12-06 11:19:00+01:00,38,12
366-36,Sint-Bernardsesteenweg,2021-11-05 22:30:00+01:00,2021-12-06 11:19:00+01:00,37,12
366-37,Abdijstraat,2021-11-05 22:35:00+01:00,2021-12-06 11:23:00+01:00,35,12
366-38,Abdijstraat,2021-11-05 22:35:00+01:00,2021-12-06 11:23:00+01:00,34,12
366-39,Nationalestraat Zuid,2021-11-05 10:54:00+01:00,2021-12-05 11:03:00+01:00,37,12
366-40,Nationalestraat Zuid,2021-11-05 10:54:00+01:00,2021-12-05 11:01:00+01:00,37,12
366-41,Nationalestraat Noord,2021-11-05 10:44:00+01:00,2021-12-05 11:09:00+01:00,33,12
366-42,Nationalestraat Noord,2021-11-05 10:44:00+01:00,2021-12-05 11:11:00+01:00,32,12
366-43,Cassiersstraat Oost,2021-11-07 15:16:00+01:00,2021-12-03 12:04:00+01:00,40,12
366-44,Cassiersstraat West,2021-11-07 15:16:00+01:00,2021-12-03 12:04:00+01:00,39,12
366-45,Cassiersstraat West,2021-11-07 15:20:00+01:00,2021-12-03 11:56:00+01:00,38,12
366-46,Cassiersstraat Oost,2021-11-07 15:20:00+01:00,2021-12-03 11:56:00+01:00,39,12
366-47,VMM Groenenborger,2021-11-06 15:07:00+01:00,2021-12-04 13:10:00+01:00,26,12
366-48,VMM Groenenborger,2021-11-06 15:07:00+01:00,2021-12-04 13:10:00+01:00,25,12
366-49,Van Maerlant,2021-11-07 20:25:00+01:00,2021-12-04 11:00:00+01:00,45,12
366-50,Van Maerlant,2021-11-07 20:25:00+01:00,2021-12-04 11:00:00+01:00,43,12
366-51,Kennedy_lift,2021-11-05 22:52:00+01:00,2021-12-06 11:38:00+01:00,23,12
366-52,Kennedy_lift,2021-11-05 22:52:00+01:00,2021-12-06 11:38:00+01:00,24,12
366-53,Kennedy_mid,2021-11-05 22:57:00+01:00,2021-12-06 11:40:00+01:00,30,12
366-54,Kennedy_mid,2021-11-05 22:57:00+01:00,2021-12-06 11:40:00+01:00,30,12
367_1,Deurnsebaan Noord,2021-12-04 14:19:00+01:00,2022-01-04 11:54:00+01:00,35,13
367_2,Deurnsebaan Noord,2021-12-04 14:19:00+01:00,2022-01-04 11:54:00+01:00,35,13
367_3,Deurnsebaan Zuid,2021-12-04 14:16:00+01:00,2022-01-04 15:43:00+01:00,41,13
367_4,Deurnsebaan Zuid,2021-12-04 14:16:00+01:00,2022-01-04 15:43:00+01:00,42,13
367_5,Van de Perre Zuid,2021-12-03 09:30:00+01:00,2022-01-04 16:45:00+01:00,34,13
367_6,Van de Perre Zuid,2021-12-03 09:30:00+01:00,2022-01-04 16:45:00+01:00,34,13
367_7,Van de Perre Noord,2021-12-03 09:25:00+01:00,2022-01-04 16:50:00+01:00,32,13
367_8,Van de Perre Noord,2021-12-03 09:25:00+01:00,2022-01-04 16:50:00+01:00,32,13
367_9,Turnhoutsebaan BO West,2021-12-05 16:11:00+01:00,2022-01-04 15:50:00+01:00,32,13
367_10,Turnhoutsebaan BO West,2021-12-05 16:11:00+01:00,2022-01-04 15:50:00+01:00,35,13
367_11,Turnhoutsebaan BO Oost,2021-12-05 16:18:00+01:00,2022-01-04 15:56:00+01:00,33,13
367_12,Turnhoutsebaan BO Oost,2021-12-05 16:18:00+01:00,2022-01-04 15:56:00+01:00,32,13
367_13,Turnhoutsebaan DE Oost,2021-12-04 09:22:00+01:00,2022-01-04 17:25:00+01:00,35,13
367_14,Turnhoutsebaan DE Oost,2021-12-04 09:22:00+01:00,2022-01-04 17:25:00+01:00,35,13
367_15,Turnhoutsebaan DE West,2021-12-04 09:28:00+01:00,2022-01-04 17:37:00+01:00,37,13
367_16,Turnhoutsebaan DE West,2021-12-04 09:28:00+01:00,2022-01-04 17:37:00+01:00,38,13
367_17,Provinciestraat Noord,2021-12-05 11:42:00+01:00,2022-01-04 18:36:00+01:00,30,13
367_18,Provinciestraat Noord,2021-12-05 11:42:00+01:00,2022-01-04 18:36:00+01:00,31,13
367_19,VMM Belgiëlei,2021-12-05 11:26:00+01:00,2022-01-04 18:50:00+01:00,30,13
367_20,VMM Belgiëlei,2021-12-05 11:26:00+01:00,2022-01-04 18:50:00+01:00,31,13
367_21,Provinciestraat Zuid,2021-12-05 11:35:00+01:00,2022-01-04 18:42:00+01:00,31,13
367_22,Provinciestraat Zuid,2021-12-05 11:35:00+01:00,2022-01-04 18:42:00+01:00,32,13
367_23,Pothoekstraat Zuid,2021-12-03 17:24:00+01:00,2022-01-04 12:20:00+01:00,31,13
367_24,Pothoekstraat Zuid,2021-12-03 17:24:00+01:00,2022-01-04 12:20:00+01:00,31,13
367_25,Pothoekstraat Noord,2021-12-03 17:20:00+01:00,2022-01-04 12:21:00+01:00,37,13
367_26,Pothoekstraat Noord,2021-12-03 17:20:00+01:00,2022-01-04 12:21:00+01:00,35,13
367_27,Borsbeekstraat Zuid,2021-12-03 17:09:00+01:00,2022-01-04 11:58:00+01:00,32,13
367_28,Borsbeekstraat Zuid,2021-12-03 17:09:00+01:00,2022-01-04 11:58:00+01:00,32,13
367_29,Borsbeekstraat Noord,2021-12-03 17:06:00+01:00,2022-01-04 11:54:00+01:00,33,13
367_30,Borsbeekstraat Noord,2021-12-03 17:06:00+01:00,2022-01-04 11:54:00+01:00,33,13
367_31,Klappeistraat,2021-12-03 17:28:00+01:00,2022-01-04 12:30:00+01:00,25,13
367_32,Klappeistraat,2021-12-03 17:28:00+01:00,2022-01-04 12:30:00+01:00,26,13
367_33,Gijselstraat,2021-12-03 17:15:00+01:00,2022-01-04 12:05:00+01:00,29,13
367_34,Gijselstraat,2021-12-03 17:15:00+01:00,2022-01-04 12:05:00+01:00,30,13
367_35,Sint-Bernardsesteenweg,2021-12-06 11:19:00+01:00,2022-01-04 08:36:00+01:00,32,13
367_36,Sint-Bernardsesteenweg,2021-12-06 11:19:00+01:00,2022-01-04 08:36:00+01:00,33,13
367_37,Abdijstraat,2021-12-06 11:23:00+01:00,2022-01-04 08:39:00+01:00,30,13
367_38,Abdijstraat,2021-12-06 11:23:00+01:00,2022-01-04 08:39:00+01:00,30,13
367_39,Nationalestraat Zuid,2021-12-05 11:03:00+01:00,2022-01-04 19:30:00+01:00,32,13
367_40,Nationalestraat Zuid,2021-12-05 11:01:00+01:00,2022-01-04 19:30:00+01:00,33,13
367_41,Nationalestraat Noord,2021-12-05 11:09:00+01:00,2022-01-04 19:27:00+01:00,29,13
367_42,Nationalestraat Noord,2021-12-05 11:11:00+01:00,2022-01-04 19:27:00+01:00,30,13
367_43,Cassiersstraat Oost,2021-12-03 11:56:00+01:00,2022-01-04 18:01:00+01:00,32,13
367_44,Cassiersstraat Oost,2021-12-03 11:56:00+01:00,2022-01-04 18:01:00+01:00,32,13
367_45,Cassiersstraat West,2021-12-03 12:04:00+01:00,2022-01-04 18:04:00+01:00,33,13
367_46,Cassiersstraat West,2021-12-03 12:04:00+01:00,2022-01-04 18:04:00+01:00,31,13
367_47,VMM Groenenborger,2021-12-04 13:10:00+01:00,2022-01-04 09:22:00+01:00,23,13
367_48,VMM Groenenborger,2021-12-04 13:10:00+01:00,2022-01-04 09:22:00+01:00,23,13
367_49,Van Maerlant,2021-12-04 11:00:00+01:00,2022-01-04 18:25:00+01:00,38,13
367_50,Van Maerlant,2021-12-04 11:00:00+01:00,2022-01-04 18:25:00+01:00,36,13
367_51,Kennedy_lift,2021-12-06 11:38:00+01:00,2022-01-04 08:53:00+01:00,22,13
367_52,Kennedy_lift,2021-12-06 11:38:00+01:00,2022-01-04 08:53:00+01:00,22,13
367_53,Kennedy_mid,2021-12-06 11:40:00+01:00,2022-01-04 08:55:00+01:00,26,13
367_54,Kennedy_mid,2021-12-06 11:40:00+01:00,2022-01-04 08:55:00+01:00,27,13
