Timestamp,Value,Quality Code
2021-01-05 13:30:00+00:00,1016.46,130
2021-01-05 13:45:00+00:00,1016.4,130
2021-01-05 14:00:00+00:00,1016.52,130
2021-01-05 14:15:00+00:00,1016.67,130
2021-01-05 14:30:00+00:00,1016.65,130
2021-01-05 14:45:00+00:00,1016.69,130
2021-01-05 15:00:00+00:00,1016.69,130
2021-01-05 15:15:00+00:00,1016.69,130
2021-01-05 15:30:00+00:00,1016.73,130
2021-01-05 15:45:00+00:00,1016.68,130
2021-01-05 16:00:00+00:00,1016.7,130
2021-01-05 16:15:00+00:00,1016.61,130
2021-01-05 16:30:00+00:00,1016.66,130
2021-01-05 16:45:00+00:00,1016.68,130
2021-01-05 17:00:00+00:00,1016.71,130
2021-01-05 17:15:00+00:00,1016.73,130
2021-01-05 17:30:00+00:00,1016.81,130
2021-01-05 17:45:00+00:00,1016.9,130
2021-01-05 18:00:00+00:00,1016.93,130
2021-01-05 18:15:00+00:00,1017.0,130
2021-01-05 18:30:00+00:00,1016.95,130
2021-01-05 18:45:00+00:00,1017.06,130
2021-01-05 19:00:00+00:00,1017.1,130
2021-01-05 19:15:00+00:00,1017.04,130
2021-01-05 19:30:00+00:00,1017.12,130
2021-01-05 19:45:00+00:00,1017.21,130
2021-01-05 20:00:00+00:00,1017.24,130
2021-01-05 20:15:00+00:00,1017.29,130
2021-01-05 20:30:00+00:00,1017.28,130
2021-01-05 20:45:00+00:00,1017.27,130
2021-01-05 21:00:00+00:00,1017.22,130
2021-01-05 21:15:00+00:00,1017.18,130
2021-01-05 21:30:00+00:00,1017.17,130
2021-01-05 21:45:00+00:00,1017.13,130
2021-01-05 22:00:00+00:00,1017.13,130
2021-01-05 22:15:00+00:00,1017.16,130
2021-01-05 22:30:00+00:00,1017.19,130
2021-01-05 22:45:00+00:00,1017.12,130
2021-01-05 23:00:00+00:00,1017.11,130
2021-01-05 23:15:00+00:00,1017.01,130
2021-01-05 23:30:00+00:00,1016.9,130
2021-01-05 23:45:00+00:00,1016.87,130
2021-01-06 00:00:00+00:00,1016.81,130
